id_parlamentar,casa,nome_eleitoral,partido,UF,tem twitter?,twitter,twitter2 (se houver),facebook (não conferido),nome_civil,fazendo
178895,câmara,MISAEL VARELLA,PSD,MG,não,,,https://www.facebook.com/deputadomisaelvarella,MISAEL ARTUR FERREIRA VARELLA,nazareno
178997,câmara,MOSES RODRIGUES,MDB,CE,sim,depfederalmoses,,https://www.facebook.com/MosesRodriguess,MOSES HAENDEL MELO RODRIGUES,feito
204453,câmara,NATÁLIA BONAVIDES,PT,RN,sim,natbonavides,,,NATÁLIA BASTOS BONAVIDES,feito
204449,câmara,NELSON BARBUDO,PSL,MT,não,,,https://pt-br.facebook.com/pg/onelsonbarbudo,NELSON NED PREVIDENTE,feito
74571,câmara,NELSON PELLEGRINO,PT,BA,sim,nelsonpelegrino,,https://www.facebook.com/nelsonpelegrino,NELSON VICENTE PORTELA PELLEGRINO,feito
204415,câmara,NEREU CRISPIM,PSL,RS,sim,nereucrispim,,,NEREU CRISPIM,feito
146307,câmara,NERI GELLER,PP,MT,sim,NeriGeller,,https://www.facebook.com/neri.geller,NERI GELLER,feito
178896,câmara,NEWTON CARDOSO JR,MDB,MG,sim,newton1510,,https://www.facebook.com/NewtonCardosoJr,NEWTON CARDOSO JUNIOR,feito
204384,câmara,NEY LEPREVOST,PSD,PR,sim,neyleprevost,,,NEY LEPREVOST NETO,feito
204479,câmara,NICOLETTI,PSL,RR,sim,depnicoletti,,,ANTONIO CARLOS NICOLETTI,caio
74352,câmara,NILSON PINTO,PSDB,PA,sim,DepNilsonPinto,,https://www.facebook.com/Nilson-Pinto-354764524584734,NILSON PINTO DE OLIVEIRA,feito
178986,câmara,NILTO TATTO,PT,SP,sim,NiltoTatto,,https://www.facebook.com/niltotattosp,NILTO IGNACIO TATTO,feito
194260,câmara,NIVALDO ALBUQUERQUE,PTB,AL,sim,NivaldoAlbuque,,https://www.facebook.com/deputadonivaldoalbuquerque,NIVALDO FERREIRA DE ALBUQUERQUE NETO,feito
66179,câmara,NORMA AYUB,DEM,ES,não,,,https://www.facebook.com/DeputadaNormaAyubAlves,NORMA AYUB ALVES,nazareno
74159,câmara,ODAIR CUNHA,PT,MG,sim,odaircunha_,,,ODAIR JOSÉ DA CUNHA,feito
204498,câmara,OLIVAL MARQUES,DEM,PA,sim,OLIVALMARQUES,,,OLIVAL HENRIQUE MARQUES DE SOUZA,feito
74399,câmara,ONYX LORENZONI,DEM,RS,sim,onyxlorenzoni,,https://www.facebook.com/onyx.lorenzoni,ONYX DORNELLES LORENZONI,feito
178987,câmara,ORLANDO SILVA,PCdoB,SP,sim,orlandosilva,,https://www.facebook.com/orlandosilvasp,ORLANDO SILVA DE JESUS JUNIOR,feito
204363,câmara,OSIRES DAMASO,PSC,TO,sim,Damaso2020,,,OSIRES RODRIGUES DAMASO,feito
73692,câmara,OSMAR TERRA,MDB,RS,sim,osmarterra,OsmarTerra,https://www.facebook.com/DeputadoOsmarTerra,OSMAR GASPARINI TERRA,feito
204422,câmara,OSSESIO SILVA,PRB,PE,sim,Ossesio_Silva,,,OSSESIO JOSE DA SILVA,feito
204475,câmara,OTACI NASCIMENTO,SOLIDARIEDADE,RR,não,,,https://www.facebook.com/otacinascimento/,JOSE OTACI BARROSO DO NASCIMENTO,gileade
204441,câmara,OTONI DE PAULA,PSC,RJ,sim,OtoniDepFederal,,,OTONI MOURA DE PAULO JUNIOR,feito
204573,câmara,OTTO ALENCAR FILHO,PSD,BA,sim,ottoalencarfilh,,https://pt-br.facebook.com/otto.filho.oficial/,OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,feito
160556,câmara,PADRE JOÃO,PT,MG,sim,dep_padrejoao,,https://www.facebook.com/padrejoao,JOÃO CARLOS SIQUEIRA,feito
160642,câmara,PASTOR EURICO,PATRI,PE,sim,pastoreurico,,https://www.facebook.com/deputadopastoreurico,FRANCISCO EURICO DA SILVA,feito
204570,câmara,PASTOR GILDENEMYR,PMN,MA,sim,DGildenemyr,,,GILDENEMIR DE LIMA SOUSA,feito
204553,câmara,PASTOR SARGENTO ISIDÓRIO,AVANTE,BA,sim,sgtisidorio,,,MANOEL ISIDORIO DE SANTANA JUNIOR,feito
205535,câmara,PATRICIA FERRAZ,PR,AP,sim,patricialferraz,,https://pt-br.facebook.com/drapatriciaferraz/,PATRICIA LIMA FERRAZ,feito
74160,câmara,PATRUS ANANIAS,PT,MG,sim,Patrus_Ananias,,https://www.facebook.com/patrusananias13,PATRUS ANANIAS DE SOUSA,feito
204377,câmara,PAULA BELMONTE,PPS,DF,sim,paulambelmonte,,,PAULA MORENO PARO BELMONTE,feito
171617,câmara,PAULÃO,PT,AL,sim,paulaodopt,,https://www.facebook.com/paulaodopt,PAULO FERNANDO DOS SANTOS,feito
141516,câmara,PAULO ABI-ACKEL,PSDB,MG,sim,pauloabiackel,,https://www.facebook.com/abiackelpaulo,PAULO ABI-ACKEL,feito
178860,câmara,PAULO AZI,DEM,BA,sim,pauloazi,,https://www.facebook.com/galera.2526,PAULO VELLOSO DANTAS AZI,feito
204538,câmara,PAULO BENGTSON,PTB,PA,sim,PauloBengtson,,,PAULO EDUARDO MAESTRI BENGTSON,feito
193726,câmara,PAULO EDUARDO MARTINS,PSC,PR,sim,PauloMartins10,,,PAULO EDUARDO LIMA MARTINS,feito
160517,câmara,PAULO FOLETTO,PSB,ES,sim,DeputadoFoletto,,https://www.facebook.com/PauloFoletto,PAULO ROBERTO FOLETTO,feito
160558,câmara,PAULO FREIRE COSTA,PR,SP,sim,DF_PauloFreire,,https://www.facebook.com/dep.paulofreire,PAULO ROBERTO FREIRE DA COSTA,feito
204461,câmara,PAULO GANIME,NOVO,RJ,sim,pauloganime,,,PAULO GUSTAVO GANIME ALVES TEIXEIRA,feito
204492,câmara,PAULO GUEDES,PT,MG,sim,deppauloguedes,,,PAULO JOSE CARLOS GUEDES,feito
141518,câmara,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,SP,sim,dep_paulinho,,https://www.facebook.com/paulinho.face,PAULO PEREIRA DA SILVA,feito
74400,câmara,PAULO PIMENTA,PT,RS,sim,deputadofederal,DeputadoFederal,https://www.facebook.com/perfil.pimenta,PAULO ROBERTO SEVERO PIMENTA,feito
133968,câmara,PAULO RAMOS,PDT,RJ,sim,pauloramosdep,,https://web.facebook.com/comissaodetrabalho.daalerj,PAULO SÉRGIO RAMOS BARBOZA,feito
141488,câmara,PAULO TEIXEIRA,PT,SP,sim,pauloteixeira13,,https://www.facebook.com/DeputadoPauloTeixeira,LUIZ PAULO TEIXEIRA FERREIRA,feito
90201,câmara,PEDRO AUGUSTO BEZERRA,PTB,CE,não,,,,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,feito
178912,câmara,PEDRO CUNHA LIMA,PSDB,PB,sim,pedroocl,,https://www.facebook.com/pedrocloficial,PEDRO OLIVEIRA CUNHA LIMA,feito
122974,câmara,PEDRO LUCAS FERNANDES,PTB,MA,sim,_pedrolucasf,,,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,tarciso
204395,câmara,PEDRO LUPION,DEM,PR,sim,Dep_PedroLupion,,,PEDRO DEBONI LUPION MELLO,feito
122158,câmara,PEDRO PAULO,DEM,RJ,sim,pedropaulo,,https://www.facebook.com/rio.pedropaulo,PEDRO PAULO CARVALHO TEIXEIRA,feito
160604,câmara,PEDRO UCZAI,PT,SC,sim,uczai,,https://www.facebook.com/PedroUczai,PEDRO FRANCISCO UCZAI,feito
204406,câmara,PEDRO WESTPHALEN,PP,RS,sim,pedrowestphalen,,,PEDRO BANDARRA WESTPHALEN,feito
73943,câmara,PERPÉTUA ALMEIDA,PCdoB,AC,sim,perpetua_acre,,,MARIA PERPÉTUA DE ALMEIDA,feito
204524,câmara,PINHEIRINHO,PP,MG,sim,pinheirinhomg,,,ANTÔNIO PINHEIRO NETO,italo
204529,câmara,POLICIAL KATIA SASTRE,PR,SP,sim,katiasastre,,,KATIA DA SILVA SASTRE,nazareno
73486,câmara,POMPEO DE MATTOS,PDT,RS,sim,PompeodeMattos,,https://www.facebook.com/pompeodemattosPDT,DARCI POMPEO DE MATTOS,feito
160601,câmara,PR. MARCO FELICIANO,PODE,SP,sim,marcofeliciano,,https://www.facebook.com/PastorMarcoFeliciano,MARCO ANTÔNIO FELICIANO,feito
204390,câmara,PROFESSOR ALCIDES,PP,GO,não,,,,ALCIDES RIBEIRO FILHO,nazareno
204383,câmara,PROFESSOR ISRAEL BATISTA,PV,DF,sim,ProfIsrael,,,ISRAEL MATOS BATISTA,feito
204446,câmara,PROFESSOR JOZIEL,PSL,RJ,sim,professorjoziel,,,JOZIEL FERREIRA CARLOS,feito
204418,câmara,PROFESSOR LUIZÃO GOULART,PRB,PR,sim,luizaogoulart,,http://facebook.com/vamosluizao,LUIZ GOULARTE ALVES,feito
204565,câmara,PROFESSORA DAYANE PIMENTEL,PSL,BA,sim,deppimentel,,,DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL,feito
160639,câmara,PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,sim,profdorinha,,https://www.facebook.com/profile.php?id=100002237710131,MARIA AUXILIADORA SEABRA REZENDE,feito
160641,câmara,PROFESSORA MARCIVANIA,PCdoB,AP,sim,marcivania65,,https://www.facebook.com/professoramarcivania65,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,feito
204467,câmara,PROFESSORA ROSA NEIDE,PT,MT,sim,,,,ROSA NEIDE SANDES DE ALMEIDA,feito
178951,câmara,RAFAEL MOTTA,PSB,RN,sim,RafaelMottaRN,,https://www.facebook.com/rafaelmottarn,RAFAEL HUETE DA MOTTA,feito
204567,câmara,RAIMUNDO COSTA,PRP,BA,não,,,,RAIMUNDO MAGALHÃES COSTA,tarciso
141523,câmara,RAUL HENRY,MDB,PE,sim,RaulHenry,,https://www.facebook.com/RaulHenryPE,RAUL JEAN LOUIS HENRY JÚNIOR,feito
74161,câmara,REGINALDO LOPES,PT,MG,sim,ReginaldoLopes,,https://www.facebook.com/ReginaldoLopesOficial,REGINALDO LÁZARO DE OLIVEIRA LOPES,feito
205865,câmara,REINHOLD STEPHANES JUNIOR,PSD,PR,sim,stephanesjr,,,REINHOLD STEPHANES JUNIOR,tarciso
178925,câmara,REJANE DIAS,PT,PI,sim,rejane_dias,,,REJANE RIBEIRO SOUSA DIAS,feito
178989,câmara,RENATA ABREU,PODE,SP,sim,RenataAbreuDep,,https://www.facebook.com/renataabreu19,RENATA HELLMEISTER DE ABREU,feito
73801,câmara,RENILDO CALHEIROS,PCdoB,PE,sim,renildo,,,RENILDO VASCONCELOS CALHEIROS,feito
73788,câmara,RICARDO BARROS,PP,PR,sim,RicardoBarrosPP,,,RICARDO JOSÉ MAGALHÃES BARROS,feito
204362,câmara,RICARDO GUIDI,PSD,SC,sim,ricardozguidi,,,RICARDO ZANATTA GUIDI,tarciso
160655,câmara,RICARDO IZAR,PP,SP,sim,RicardoIzar,,https://www.facebook.com/ricardoizaroficial,RICARDO IZAR JUNIOR,feito
178920,câmara,RICARDO TEOBALDO,PODE,PE,sim,psdbricardo45,,http://www.facebook.com/ricardoteobaldooficial,RICARDO TEOBALDO CAVALCANTI,feito
204489,câmara,ROBÉRIO MONTEIRO,PDT,CE,não,,,https://web.facebook.com/people/Rob%C3%A9rio-Monteiro-III/100004363395617,MARCOS ROBERIO RIBEIRO MONTEIRO,feito
152610,câmara,ROBERTO ALVES,PRB,SP,sim,RobertoAlvesPRB,,https://www.facebook.com/RobertoAlvesPRB,BENEDITO ROBERTO ALVES FERREIRA,feito
160653,câmara,ROBERTO DE LUCENA,PODE,SP,sim,robertodelucena,,https://www.facebook.com/dep.lucena,ROBERTO ALVES DE LUCENA,feito
74305,câmara,ROBERTO PESSOA,PSDB,CE,sim,RobertoPessoaCE,,,ROBERTO SOARES PESSOA,feito
204530,câmara,RODRIGO AGOSTINHO,PSB,SP,sim,rodrigoagost,,,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,feito
204366,câmara,RODRIGO COELHO,PSB,SC,sim,coelho_rodrigo,,,RODRIGO COELHO,feito
141531,câmara,RODRIGO DE CASTRO,PSDB,MG,sim,RodrigoCastro45,,https://www.facebook.com/rodrigodecastro45,RODRIGO BATISTA DE CASTRO,feito
74693,câmara,RODRIGO MAIA,DEM,RJ,sim,RodrigoMaia,,https://www.facebook.com/RodrigoMaiaRJ,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,feito
204480,câmara,ROGÉRIO CORREIA,PT,MG,sim,RogerioCorreia_,,,ROGÉRIO CORREIA DE MOURA BAPTISTA,feito
160651,câmara,ROGÉRIO PENINHA MENDONÇA,MDB,SC,sim,deputadopeninha,,https://www.facebook.com/deputadopeninha,ROGÉRIO MENDONÇA,feito
178861,câmara,RONALDO CARLETTO,PP,BA,sim,ronaldocarletto,,https://www.facebook.com/RonaldoCarlettoOficial,RONALDO CARLETTO,feito
204525,câmara,ROSANA VALLE,PSB,SP,sim,RosanaValle40,,,ROSANA DE OLIVEIRA VALLE,tarciso
178945,câmara,ROSANGELA GOMES,PRB,RJ,sim,rosangelasgomes,,https://www.facebook.com/deputadarosangelagomes,ROSANGELA DE SOUZA GOMES,feito
204357,câmara,ROSE MODESTO,PSDB,MS,sim,rosemodestoms,,,ROSIANE MODESTO  DE OLIVEIRA,feito
73466,câmara,RUBENS BUENO,PPS,PR,sim,rubensbuenopps,,https://www.facebook.com/rubensbuenopps,RUBENS BUENO,feito
74371,câmara,RUBENS OTONI,PT,GO,sim,RubensOtoni,,https://www.facebook.com/rubensotoni,RUBENS OTONI GOMIDE,feito
178887,câmara,RUBENS PEREIRA JÚNIOR,PCdoB,MA,sim,rubenspereirajr,,https://www.facebook.com/Deprubenspereirajr,RUBENS PEREIRA E SILVA JUNIOR,feito
73604,câmara,RUI FALCÃO,PT,SP,sim,rfalcao13,,,RUI GOETHE DA COSTA FALCÃO,feito
160635,câmara,RUY CARNEIRO,PSDB,PB,sim,depruycarneiro,,https://www.facebook.com/depruycarneiro,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,feito
204535,câmara,SÂMIA BOMFIM,PSOL,SP,sim,samiabomfim,,,SAMIA DE SOUZA BOMFIM,feito
178990,câmara,SAMUEL MOREIRA,PSDB,SP,sim,samuelmoreira,,,SAMUEL MOREIRA DA SILVA JUNIOR,feito
160621,câmara,SANDRO ALEX,PSD,PR,sim,SandroAlex5555,,https://www.facebook.com/sandro.alex.5492,SANDRO ALEX CRUZ DE OLIVEIRA,feito
90842,câmara,SANTINI,PTB,RS,sim,dep_santini,,,RONALDO SANTINI,tarciso
204387,câmara,SARGENTO FAHUR,PSD,PR,sim,SargentoFAHUR,,,GILSON CARDOSO FAHUR,feito
204399,câmara,SCHIAVINATO,PP,PR,sim,Schiavinato_,,,JOSE CARLOS SCHIAVINATO,feito
178921,câmara,SEBASTIÃO OLIVEIRA,PR,PE,sim,Seba_Oliveira,,,SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,tarciso
73808,câmara,SÉRGIO BRITO,PSD,BA,sim,sergiobritoBA,,https://www.facebook.com/depfederalsergiobrito,SÉRGIO LUÍS LACERDA BRITO,nazareno
178933,câmara,SERGIO SOUZA,MDB,PR,sim,_sergiosouza,,https://www.facebook.com/sergiosouzaPR,SERGIO DE SOUZA,feito
204438,câmara,SERGIO TOLEDO,PR,AL,sim,depsergiotoledo,,,SERGIO TOLEDO DE ALBUQUERQUE,feito
178874,câmara,SERGIO VIDIGAL,PDT,ES,sim,vidigalsergio,,https://www.facebook.com/vidigalsergio,ANTONIO SERGIO ALVES VIDIGAL,feito
204437,câmara,SEVERINO PESSOA,PRB,AL,não,,,,SEVERINO DE LIRA PESSÔA,tarciso
178961,câmara,SHÉRIDAN,PSDB,RR,sim,depsheridan,,https://www.facebook.com/deputadasheridan,SHÉRIDAN ESTÉRFANY OLIVEIRA,feito
204557,câmara,SIDNEY LEITE,PSD,AM,sim,sidneyleite_,,,SIDNEY RICARDO DE OLIVEIRA LEITE,feito
74356,câmara,SILAS CÂMARA,PRB,AM,sim,silascamara_,,https://www.facebook.com/DepSilas,SILAS CÂMARA,feito
204360,câmara,SILVIA CRISTINA,PDT,RO,sim,silviacristinax,,,SILVIA CRISTINA AMANCIO CHAGAS,tarciso
204425,câmara,SILVIO COSTA FILHO,PRB,PE,sim,Silvio_CFilho,,,SILVIO SERAFIM COSTA FILHO,feito
178946,câmara,SORAYA SANTOS,PR,RJ,sim,sorayasantos,,https://www.facebook.com/deputadocarlosandrade,SORAYA ALENCAR DOS SANTOS,feito
178947,câmara,SÓSTENES CAVALCANTE,DEM,RJ,sim,DepSostenes,,https://www.facebook.com/sostenescavalcante,SOSTENES SILVA CAVALCANTE,feito
92776,câmara,STEFANO AGUIAR,PSD,MG,sim,depstefano,,https://www.facebook.com/PastorStefanoAguiar,STEFANO AGUIAR DOS SANTOS,feito
177282,câmara,SUBTENENTE GONZAGA,PDT,MG,sim,SubGonzagaMG,,https://www.facebook.com/Deputado-Subtenente-Gonzaga-446410602056683,LUIZ GONZAGA RIBEIRO,feito
204534,câmara,TABATA AMARAL,PDT,SP,sim,tabataamaralsp,,,TABATA CLAUDIA AMARAL DE PONTES,feito
178922,câmara,TADEU ALENCAR,PSB,PE,sim,TadeuAlencarPE,,https://www.facebook.com/TadeuAlencar4020,FRANCISCO TADEU BARBOSA DE ALENCAR,nazareno
204464,câmara,TALÍRIA PETRONE,PSOL,RJ,sim,taliriapetrone,,,TALIRIA PETRONE SOARES,feito
206231,câmara,TED CONTI,PSB,ES,não,tedcontioficial,,https://www.facebook.com/tedcontideputado/,JOÃO BATISTA CONTI,feito
178901,câmara,TEREZA CRISTINA,DEM,MS,sim,TerezaCrisMS,,https://www.facebook.com/terezacristinams,TEREZA CRISTINA CORREA DA COSTA DIAS,feito
204466,câmara,TEREZA NELMA,PSDB,AL,sim,TerezaNelma_,,,TEREZA NELMA DA SILVA PORTO VIANA SOARES,feito
143084,câmara,TIAGO DIMAS,SOLIDARIEDADE,TO,sim,tiago_dimas,,,TIAGO BRAGA PEREIRA,feito
204519,câmara,TIAGO MITRAUD,NOVO,MG,sim,TiagoMitraud,,,TIAGO LIMA MITRAUD DE CASTRO LEITE,feito
160976,câmara,TIRIRICA,PR,SP,sim,tiriricanaweb,,https://www.facebook.com/tiriricanaweb,FRANCISCO EVERARDO OLIVEIRA SILVA,feito
197438,câmara,TITO,AVANTE,BA,não,,,,CARLOS TITO MARQUES CORDEIRO,caio
178934,câmara,TONINHO WANDSCHEER,PROS,PR,sim,deputadotoninho,,https://www.facebook.com/DeputadoToninhoWandscheer,ANTONIO WANDSCHEER,feito
157130,câmara,TÚLIO GADÊLHA,PDT,PE,sim,tuliogadelha,,,TÚLIO GADÊLHA SALES DE MELO,feito
204416,câmara,UBIRATAN SANDERSON,PSL,RS,sim,SandersonPF,,,UBIRATAN ANTUNES SANDERSON,feito
178863,câmara,ULDURICO JUNIOR,PPL,BA,sim,ulduricopinto,,https://www.facebook.com/ulduricojunior,ULDURICO ALENCAR PINTO,feito
195866,câmara,VAIDON OLIVEIRA,PROS,CE,sim,VaidonOliveira,,https://www.facebook.com/deputadofederalvaidon.oliveira,FRANCISCO VAIDON OLIVEIRA,feito
204385,câmara,VALDEVAN NOVENTA,PSC,SE,sim,dep_fed_noventa,,,JOSE VALDEVAM DE JESUS SANTOS,feito
160610,câmara,VALMIR ASSUNÇÃO,PT,BA,sim,DepValmir,,https://www.facebook.com/falavalmir,VALMIR CARLOS DA ASSUNÇÃO,feito
74376,câmara,VANDER LOUBET,PT,MS,sim,vanderloubet,,https://www.facebook.com/vanderfazmais,VANDER LUIZ DOS SANTOS LOUBET,feito
141553,câmara,VANDERLEI MACRIS,PSDB,SP,sim,vanderleimacris,,https://www.facebook.com/deputadovanderleimacris,VANDERLEI MACRIS,feito
204505,câmara,VAVÁ MARTINS,PRB,PA,sim,VavaMartins,,,WAGNER BACH MARTINS,tarciso
204396,câmara,VERMELHO,PSD,PR,não,,,https://web.facebook.com/vermelho5577,NELSI COGUETTO MARIA,feito
74283,câmara,VICENTINHO,PT,SP,sim,VICENTINHOPT,,https://www.facebook.com/DeputadoFederalVicentinho,VICENTE PAULO DA SILVA,feito
137070,câmara,VICENTINHO JÚNIOR,PR,TO,sim,vicentinhojr,,https://www.facebook.com/VicentinhoJr,VICENTE ALVES DE OLIVEIRA JUNIOR,feito
204483,câmara,VILSON DA FETAEMG,PSB,MG,não,,,,VILSON LUIZ DA SILVA,tarciso
141555,câmara,VINICIUS CARVALHO,PRB,SP,sim,falecomvinicius,,https://www.facebook.com/viniciuscarvalhooficial,VINICIUS RAPOZO DE CARVALHO,feito
204478,câmara,VINICIUS FARAH,MDB,RJ,sim,Vinicius_Farah,,,VINICIUS MEDEIROS FARAH,feito
160591,câmara,VINICIUS GURGEL,PR,AP,sim,vinicius2828,,https://www.facebook.com/deputadoviniciusgurgel,VINICIUS DE AZEVEDO GURGEL,feito
204532,câmara,VINICIUS POIT,NOVO,SP,sim,ViniciusPoit,,,VINICIUS LAZZER POIT,feito
178992,câmara,VITOR LIPPI,PSDB,SP,sim,DepVitorLippi,vitorlippi4510,https://www.facebook.com/vitorlippi,VITOR LIPPI,feito
204443,câmara,WAGNER MONTES,PRB,RJ,sim,depwagnermontes,,,WAGNER MONTES DOS SANTOS,feito
160569,câmara,WALDENOR PEREIRA,PT,BA,sim,waldenorpereira,,https://www.facebook.com/deputadowaldenorpereira,WALDENOR ALVES PEREIRA FILHO,feito
178952,câmara,WALTER ALVES,MDB,RN,sim,WalterAlvesRN,,https://www.facebook.com/WalterAlvesRN1,WALTER PEREIRA ALVES,feito
160518,câmara,WELITON PRADO,PROS,MG,sim,pradoweliton,,https://www.facebook.com/WelitonPrado,WELITON FERNANDES PRADO,feito
74043,câmara,WELLINGTON ROBERTO,PR,PB,sim,wr22,,https://www.facebook.com/depwellingtonroberto,JOSÉ WELLINGTON ROBERTO,feito
74044,câmara,WILSON SANTIAGO,PTB,PB,sim,WilsonSantiago_,,,JOSÉ WILSON SANTIAGO,feito
204463,câmara,WLADIMIR GAROTINHO,PRP,RJ,sim,WladGarotinho,,,WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA,feito
74439,câmara,WOLNEY QUEIROZ,PDT,PE,sim,WolneyQueirozM,,https://www.facebook.com/wolneyqueirozpe,WOLNEY QUEIROZ MACIEL,feito
178889,câmara,ZÉ CARLOS,PT,MA,sim,Dep_ZeCarlosPT,,https://www.facebook.com/DepZeCarlosPT,JOSÉ CARLOS NUNES JÚNIOR,feito
204559,câmara,ZÉ NETO,PT,BA,sim,depzeneto,,,JOSÉ CERQUEIRA DE SANTANA NETO,feito
160632,câmara,ZÉ SILVA,SOLIDARIEDADE,MG,sim,ZeSilva_,,https://www.facebook.com/deputadofederalzesilva,JOSÉ SILVA SOARES,feito
204517,câmara,ZÉ VITOR,PMN,MG,não,ze_mg,,https://www.facebook.com/zevitorMG/,JOSE VITOR DE RESENDE AGUIAR,feito
160592,câmara,ZECA DIRCEU,PT,PR,sim,zeca_dirceu,,https://www.facebook.com/deputadofederalzecadirceu,JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,feito
4981,senado,ACIR GURGACZ,PDT,RO,sim,acirgurgacz,,,ACIR GURGACZ,feito
5982,senado,ALESSANDRO VIEIRA,PPS,SE,sim,sen_alessandro,,,ALESSANDRO VIEIRA,feito
945,senado,ALVARO DIAS,PODE,PR,sim,alvarodias_,,,ALVARO DIAS,feito
5967,senado,ANGELO CORONEL,PSD,BA,sim,angelocoronel_,,,ANGELO CORONEL,feito
5529,senado,ANTONIO ANASTASIA,PSDB,MG,sim,Anastasia,,,ANTONIO ANASTASIA,feito
751,senado,AROLDE DE OLIVEIRA,PSD,RJ,sim,AroldeOliveira,,,AROLDE DE OLIVEIRA,feito
5990,senado,CARLOS VIANA,PSD,MG,sim,carlosaviana,,,CARLOS VIANA,feito
470,senado,CHICO RODRIGUES,DEM,RR,não,,,https://www.facebook.com/chicorodriguesrr/,CHICO RODRIGUES,feito
5973,senado,CID GOMES,PDT,CE,sim,cidfgomes,,,CID GOMES,nazareno
739,senado,CIRO NOGUEIRA,PP,PI,sim,ciro_nogueira,,,CIRO NOGUEIRA,feito
475,senado,CONFÚCIO MOURA,MDB,RO,sim,confuciomoura,,,CONFÚCIO MOURA,feito
5998,senado,DANIELLA RIBEIRO,PP,PB,sim,soudaniella111,,,DANIELLA RIBEIRO,feito
5537,senado,DÁRIO BERGER,MDB,SC,sim,darioberger,,,DÁRIO BERGER,feito
3830,senado,DAVI ALCOLUMBRE,DEM,AP,sim,davialcolumbre,,,DAVI ALCOLUMBRE,feito
4994,senado,EDUARDO BRAGA,MDB,AM,sim,EduardoBraga_AM,,https://www.facebook.com/EduardoBraga15/,EDUARDO BRAGA,feito
5976,senado,EDUARDO GIRÃO,PODE,CE,sim,EduGiraoOficial,,,EDUARDO GIRÃO,feito
3777,senado,EDUARDO GOMES,MDB,TO,sim,EduardoGomesTO,,,EDUARDO GOMES,feito
5718,senado,ELIZIANE GAMA,PPS,MA,sim,elizianegama,,,ELIZIANE GAMA,feito
5531,senado,ELMANO FÉRRER,PODE,PI,sim,elmanoferrer,,,ELMANO FÉRRER,feito
22,senado,ESPERIDIÃO AMIN,PP,SC,sim,esperidiaoamin_,,,ESPERIDIÃO AMIN,feito
5953,senado,FABIANO CONTARATO,REDE,ES,sim,ContaratoSenado,,,FABIANO CONTARATO,feito
5540,senado,FERNANDO BEZERRA COELHO,MDB,PE,sim,fbezerracoelho,,,FERNANDO BEZERRA COELHO,feito
4525,senado,FERNANDO COLLOR,PROS,AL,sim,Collor,,,FERNANDO COLLOR,feito
345,senado,FLÁVIO ARNS,REDE,PR,sim,ArnsFlavio,,https://www.facebook.com/flavioarns/,FLÁVIO ARNS,feito
5894,senado,FLÁVIO BOLSONARO,PSL,RJ,sim,FlavioBolsonaro,,,FLÁVIO BOLSONARO,feito
5008,senado,HUMBERTO COSTA,PT,PE,sim,senadorhumberto,,,HUMBERTO COSTA,feito
5385,senado,IRAJÁ,PSD,TO,sim,iraja555,,,IRAJÁ,feito
4770,senado,IZALCI LUCAS,PSDB,DF,sim,IzalciLucas,,https://www.facebook.com/izalci/,IZALCI LUCAS,feito
35,senado,JADER BARBALHO,MDB,PA,sim,jader_barbalho,,,JADER BARBALHO,feito
581,senado,JAQUES WAGNER,PT,BA,sim,jaqueswagner,,,JAQUES WAGNER,feito
4545,senado,JARBAS VASCONCELOS,MDB,PE,sim,Jarbas156,,,JARBAS VASCONCELOS,feito
4531,senado,JAYME CAMPOS,DEM,MT,não,,,https://www.facebook.com/jayme.campos/,JAYME CAMPOS,feito
5627,senado,JEAN PAUL PRATES,PT,RN,sim,senadorjean,,,JEAN PAUL PRATES,feito
5895,senado,JORGE KAJURU,PSB,GO,sim,SenadorKajuru,,https://www.facebook.com/kajurugoias/,JORGE KAJURU,feito
5350,senado,JORGINHO MELLO,PR,SC,sim,jorginhomello,,,JORGINHO MELLO,feito
3361,senado,JOSÉ MARANHÃO,MDB,PB,sim,josemaranhaopb,,,JOSÉ MARANHÃO,feito
90,senado,JOSÉ SERRA,PSDB,SP,sim,joseserra_,,,JOSÉ SERRA,feito
1249,senado,KÁTIA ABREU,PDT,TO,sim,KatiaAbreu,,,KÁTIA ABREU,feito
5533,senado,LASIER MARTINS,PODE,RS,sim,lasiermartins,,,LASIER MARTINS,feito
5979,senado,LEILA BARROS,PSB,DF,sim,leiladovolei,,,LEILA BARROS,feito
5926,senado,LUCAS BARRETO,PSD,AP,sim,LucasBarreto_AP,,,LUCAS BARRETO,feito
